pixel,flux_adu
4.840000000000000000e+02,2.293500000000000000e+03
4.850000000000000000e+02,2.091500000000000000e+03
4.860000000000000000e+02,1.867499999999999545e+03
4.870000000000000000e+02,1.666499999999999318e+03
4.880000000000000000e+02,1.480999999999999545e+03
4.890000000000000000e+02,1.471499999999999318e+03
4.900000000000000000e+02,1.351500000000000909e+03
4.910000000000000000e+02,1.296500000000000000e+03
4.920000000000000000e+02,1.251000000000000682e+03
4.930000000000000000e+02,1.161500000000000682e+03
4.940000000000000000e+02,1.160500000000000909e+03
4.950000000000000000e+02,1.199999999999998636e+03
4.960000000000000000e+02,1.324999999999998636e+03
4.970000000000000000e+02,1.442999999999998408e+03
4.980000000000000000e+02,1.596999999999999545e+03
4.990000000000000000e+02,1.571500000000001592e+03
5.000000000000000000e+02,1.553000000000000909e+03
5.010000000000000000e+02,1.719000000000000455e+03
5.020000000000000000e+02,2.035500000000000682e+03
5.030000000000000000e+02,2.005000000000000682e+03
5.040000000000000000e+02,2.024500000000001364e+03
5.050000000000000000e+02,2.115499999999998636e+03
5.060000000000000000e+02,2.243000000000000909e+03
5.070000000000000000e+02,2.195999999999999091e+03
5.080000000000000000e+02,2.257000000000001364e+03
5.090000000000000000e+02,2.199999999999999091e+03
5.100000000000000000e+02,2.138000000000000455e+03
5.110000000000000000e+02,2.018000000000000455e+03
5.120000000000000000e+02,1.929999999999998636e+03
5.130000000000000000e+02,1.840999999999999091e+03
5.140000000000000000e+02,1.851000000000000682e+03
5.150000000000000000e+02,1.725499999999999545e+03
5.160000000000000000e+02,1.467000000000001364e+03
5.170000000000000000e+02,1.291499999999998408e+03
5.180000000000000000e+02,1.423500000000000682e+03
5.190000000000000000e+02,1.430000000000001364e+03
5.200000000000000000e+02,1.436500000000000227e+03
5.210000000000000000e+02,1.421499999999999773e+03
5.220000000000000000e+02,1.559500000000001137e+03
5.230000000000000000e+02,1.433500000000000682e+03
5.240000000000000000e+02,1.683499999999998408e+03
5.250000000000000000e+02,1.639000000000001137e+03
5.260000000000000000e+02,1.630999999999999545e+03
5.270000000000000000e+02,1.517499999999998408e+03
5.280000000000000000e+02,1.613000000000001137e+03
5.290000000000000000e+02,1.650000000000001364e+03
5.300000000000000000e+02,1.776999999999999545e+03
5.310000000000000000e+02,1.786999999999998636e+03
5.320000000000000000e+02,1.905000000000000909e+03
5.330000000000000000e+02,2.031500000000001364e+03
5.340000000000000000e+02,2.231000000000000000e+03
5.350000000000000000e+02,1.999500000000000227e+03
5.360000000000000000e+02,1.853000000000000909e+03
5.370000000000000000e+02,1.871500000000000455e+03
5.380000000000000000e+02,2.271500000000000000e+03
5.390000000000000000e+02,2.072999999999999091e+03
5.400000000000000000e+02,1.884999999999999318e+03
5.410000000000000000e+02,1.952499999999999091e+03
5.420000000000000000e+02,2.134999999999998181e+03
5.430000000000000000e+02,2.075000000000000000e+03
5.440000000000000000e+02,2.116999999999999091e+03
5.450000000000000000e+02,2.269999999999999545e+03
5.460000000000000000e+02,2.451500000000000909e+03
5.470000000000000000e+02,2.349500000000000000e+03
5.480000000000000000e+02,2.404999999999998636e+03
5.490000000000000000e+02,2.180999999999999091e+03
5.500000000000000000e+02,2.343500000000001364e+03
5.510000000000000000e+02,2.303499999999999545e+03
5.520000000000000000e+02,2.200000000000001364e+03
5.530000000000000000e+02,1.904500000000000455e+03
5.540000000000000000e+02,1.743999999999998636e+03
5.550000000000000000e+02,1.511000000000000455e+03
5.560000000000000000e+02,1.321500000000000455e+03
5.570000000000000000e+02,1.275000000000001592e+03
